storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
4ad39476-556d-4823-86ac-bf9eedfb12da,Kassidy and Bill,Kassidy started dating Bill in high school.,They went to the same college together.,Kassidy and Bill moved in together after college.,Bill surprised Kassidy by proposing to her.,They are planning their wedding for the fall.
d80d8b60-523b-40f9-8234-9837ac9f4ed4,Michelle and Brody,Michelle and Brody dated for a few months before getting engaged.,They were married shortly after graduating college together.,They tried to make things work but did not know each other well.,Michelle and Brody fought constantly.,Michelle decided to file for divorce.
2b430459-f7b0-4d24-8873-2a72e05f127f,Break Up,Natalie had a crush on Victor.,Victor thought Natalie was attractive.,They started dating and spending time together.,Victor got tired of Natalie.,He broke up with her.
b8e1d238-7c1b-4003-b129-583d6718828c,Marriage,"Brian proposed to his girlfriend, Wendy.",Wendy was very excited to marry Brian.,She began planning the wedding almost immediately.,Brian and Wendy were both nervous and happy for their big day.,"Now, they are happily married."
d6521174-9c89-4370-ae37-c734f184a692,No time to waste,Susie was getting married.,It was going to be a quick wedding.,She decided she would put it on in just one week.,Susie got all her friends and family together at her house.,By the time she was done she couldn't believe how fast she did it.
12aa7e0f-9bb6-431a-a185-2aac17636048,PDA,Max started dating Sarah.,They both worked in the same office.,Their colleagues were happy for them but had an issue.,Max and Sarah were always kissing on each other.,The office had to make a new PDA rule for the office to settle it.
b8304fe9-0896-4b8f-a510-7229527c6cf7,Couple Therapy,Em and Mick were having issues.,They had been married twenty years but felt less spark.,They decided to try couples therapy.,They were a bit hesitant but went through with it.,All it did was cause more problems and lead to a divorce.
37038fb1-1a3f-4dba-bcda-a674d860db25,Dina,Dina is getting married in two weeks.,Her friend Colleen is serving as her maid of honor.,Dina is getting a little bit nervous as the date approaches.,Colleen is helping calm her fears by being supportive.,Dina hopes she is not so nervous on the actual day of the wedding.
b1bb23f1-3f73-4e01-bcad-f45e51a5368e,The Date,Ron was lonely and started using Internet dating sites.,He started talking to a pretty girl and really liked her.,They made plans to have dinner on Saturday at a fancy restaurant.,Ron's paycheck was typed incorrectly and didn't clear so he was broke!,He took the girl to a park for a picnic instead and she loved it.
1ee7d400-0ada-420c-b7fe-fbcb18e91ae8,Escape.,Synthia had married the wrong man.,At first they were in love but soon he became abusive.,After six months he beat her so badly he broke 4 bones.,Synthia had had enough and called the police.,Synthia was able to live happily after that despite her injury.
3c2bf4cc-e267-4397-aa16-06a05b450edc,Doris finds a man,Doris was depressed because her younger sister was getting married.,Doris had never even dated anyone.,"The day after her sister's wedding, Doris got an email from a guy.",He had found her on EHarmony.,They were a perfect match and just a year later they were married.
93ee5893-a15f-49e7-ba8d-27231ebfd6df,the proposal,Ben had been dating his girlfriend for six years.,He decided it was finally time to propose.,He bought a ring and her favorite flowers.,"At the restaurant, he had the waiter prepare a special dessert.","When his girlfriend found the ring in her cake, she said yes!"
3d92ce1a-7222-48c5-8e18-676323ca3740,Tyler Found Love,Tyler was a lonely man who desperately wanted to get married.,"He created a dating profile online, complete with pictures and a bio.","He went on many dates with girls, but only one stuck out to him.","After dating that special girl for 2 years, he asked her to marry him.",They are now happily married and Tyler is no longer lonely.
e0e75572-148d-44fe-887d-3f23429e980c,Bridal shower,I was getting married in a 2 weeks' time.,A friend of mine had arranged a bridal shower for me.,She had prepared all the food and invitations.,We played lots of games and I had a great time.,I received a lot of presents as well.
a76ac9f5-f207-4bc7-81f3-2edf54af7ec4,Leak,Tom had read about a website where he could meet women for a date.,"Even though he was married, he decided to give it a try.",It cost $40 to sign up.,He entered his credit card number and particulars into the website.,He never heard back from them after that.
dc959034-5c67-41c4-af5d-a3326b806d04,Spender,I think it's important to dress well and impress people.,I bought an expensive car and married an expensive wife.,Many people wanted to do business with me due to my successful image.,"Being a shrewd businessman, I turned my name into an icon.","Now, people pay me millions just to use my name on their buildings."
ccb8025b-eaab-4c0e-8804-99405435078d,The Laundry Woman,There was a woman down the street who did laundry for money.,Everyone agreed that she was the best one to take your laundry to.,"One day, the laundry woman disappeared.",Everyone was very worried and rightly so since she was always around.,"A few weeks later, she appeared and told everyone she is now married!"
0d598016-9290-4b17-8f71-8abb60ae4810,The Family,Greg was feeling depressed.,He had always wanted a family but he was still alone.,He decided to make his dream a reality.,He began dating and found an amazing woman.,Within a couple of years they were married with a baby on the way.
50ccfb33-aac6-4358-b811-4efa9e124204,The Secret Life,Mira was making bad decisions.,She was secretly dating someone other than her husband.,They had been dating for almost a year.,She decided to break it off with him.,He was furious and swore he would call her husband.
01abf444-a145-4cfc-8458-a8d764cf4632,Jennifer's Big Teste,Jennifer was stressed about her upcoming test.,She was studying to be a chiropractor and this was her final exam.,Everything hinged on this one test.,"When she got the results back, she had failed by three points.",Jennifer was heartbroken.
a9788ce4-f07f-42bb-a5d4-5264fe68ba9b,The Last Day,The last day of my relationship was a very difficult one.,I had to accept that things had simply changed between us.,"I went through the motions of a regular day, but I was heartbroken.",I ended up consoling myself with popcorn and an old sappy movie.,"After I had a good cry watching the movie, I felt a little bit better."
a3f234f6-f06e-4592-9c3f-3eda97a5395e,Old Boyfriends,"When I was 12 years old, I met a boy who was 19.",We started dating behind my parents' back.,"When they found out I had a boyfriend with a car, they were angry.",They told me I could never seen him again.,"I never dated him after that, but sneaked out to see him one last time."
4ae9b188-f229-468a-a170-6b507bff92f1,The Breakup,Tripp and Ashley had been dating for two years.,Tripp decided he no longer wanted to be with Ashley.,He finally got the nerve to break up with her.,She was devastated.,Ashley never saw the break up coming.
f6a2232e-e099-4b04-91c0-ce89f92dca84,Debt debt debt,Stacey and Alvin were getting married soon in Hawaii.,They couldn't afford to pay for everything with cash on hand.,They started to pay for things with credit cards.,They did not communicate about how much they were spending.,"After the wedding, they found they had a combined $100,000 of debt."
6345dd94-64e3-48f3-af37-2ddc52707c70,Wedding,Jack asked Joan to marry him.,Joanie admired the ring that Jack put on her finger.,She told her mom about the proposal so they could plan the wedding.,Joanie wanted a small intimate wedding without a long engagement.,Joanie became Jack's wife just a month later.
a471785d-4445-4ce5-bb06-e69fb2e2b8a6,Art show,Dan always had a love for art.,Dan decided he would go to a local art shop to browse.,"While at the shop, Dan saw a piece of art that caught his eye.",Dan knew that he just had to have that piece of art.,"Unfortunately, Dan was heartbroken to find out it was already sold."
eeb751c6-a48b-4c63-af22-5383495eb010,Important Date,Recently Dan got married to the love of his life.,"However, when asked by his boss, Dan forgot the date of the wedding.",Dan could not believe he had forgotten such an important date.,"After taking some time to think, Dan remembered the wedding date.",Dan was relieved that he eventually remembered the wedding date.
c8f0b807-5ad2-4c0d-b760-2a64710de69d,Dancing Lessons,Dan was getting married in two months.,"While everything was going great, Dan had a problem.",Dan did not know how to dance with his new wife.,Dan decided he would sign up for dancing lessons.,"After his first lesson, Dan was less anxious about his wedding dance."
58fcc4a4-d08f-4b99-aa72-ef6e34e8b220,Bad at dating,Robert was very bad at dating.,He froze every time he tried to speak to a girl.,He went online and found a flirting method.,"Empowered with confidence, he tried a line on a girl at work.",She slapped him in the face and Robert ended up alone.
abb37f83-7f8f-4b2c-ab7f-6c5ae3c0ce52,Need for a diet?,Amelia was a plump young woman.,Her mother always told her that if she was fat she wouldn't marry.,Amelia didn't mind being plump but also trusted her mother.,She went on a diet and lost a few pounds.,"But when she didn't find a husband, she went back to eating normally."
509638f5-bb47-4549-8668-a87bd92caa46,Long noses,Josephine had an unusual long nose.,She was very aware of it and tried to powder it to make it smaller.,"As it didn't work very well, people kept looking at her.",Until she found a man with a longer nose and married him.,"Since then, people look at both of them and Josephine doesn't care."
8c9cb585-7289-4494-aa66-5676e70c6224,Unexpected love,Ursula never thought she'd fall in love.,She was way too unusual to attract many men.,"But when she went to her aunt Silvia, she met her neighbor.",He also was an unusual men who didn't attract usual women.,They fell in love and married within a week and are still together.
3122f618-a260-4224-95a4-132eba74c388,Divorce,Al filed for divorce.,His wife refused to sign the papers.,Al had the papers served professionally .,His wife felt intimidated.,She signed the papers the next day.
9cd45606-3876-4820-98d2-bb160f80c141,Drunk Wedding,Pat got drunk at his wedding.,His wife took him home.,Pat started drinking again the next day.,His wife threatened to divorce him.,Pat entered an alcohol treatment program.
40f4c90e-0d16-438c-ac3c-4d06322bd300,Seth gets divorced,Seth is miserable in his marriage.,He and his wife have been angry with each other for months.,Seth decides it's time to end the marriage.,He tells his wife it's over.,Seth gets divorced from  his wife.
